Name,Years of experience,Location,City,Consultation Fee,Specialization,Degree
Dr. J Prasad,20 years experience overall,Sadashivanagar,Bangalore,₹600,Dermatologist,"MBBS, MD - Skin & VD"
Dr. Sanjay S Desai,13 years experience overall,Kadugodi,Bangalore,₹750,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Ravikant Chauhan,9 years experience overall,Whitefield,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology"
Dr. Anusha Akilesh,13 years experience overall,Jayanagar,Bangalore,₹800,Dermatologist,"MD - Dermatology and Venerology, MBBS"
Dr. Namrata Singh,13 years experience overall,Bellandur,Bangalore,₹600,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Shraddha Kololgi,14 years experience overall,Indiranagar,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Akhilesh A,4 years experience overall,Koramangala 7 Block,Bangalore,₹600,Dermatologist,"MBBS, Masters in Clinical Dermatology"
Dr. Rethvi Tej,5 years experience overall,Whitefield,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology and Venerology"
Dr. Rashmika Reddy,7 years experience overall,Jayanagar 5 Block,Bangalore,₹600,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Priya Vernekar,7 years experience overall,Indiranagar,Bangalore,₹600,Dermatologist,"DDV, MBBS"
Dr. Shiny T.N,14 years experience overall,Jayanagar,Bangalore,₹850,Dermatologist,"MBBS, MD - Dermatology and Venerology"
Dr. Kavya H Reganti,5 years experience overall,JP Nagar,Bangalore,₹300,Dermatologist,"MBBS, MD - Dermatology"
Dr. Midhuna PV,5 years experience overall,Whitefield,Bangalore,₹1090,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Lavina Mittal,9 years experience overall,JP Nagar,Bangalore,₹600,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Abhilasha M D,3 years experience overall,HSR Layout,Bangalore,₹600,Dermatologist,"MBBS, DVD"
Dr. Sheetal Srinivas,8 years experience overall,Sadashivanagar,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Varsha C B,5 years experience overall,Sarjapur Road,Bangalore,₹500,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Dilshad Shetty,18 years experience overall,HRBR Layout,Bangalore,₹750,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Aradhana Sood,23 years experience overall,Hebbal,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology and Venerology"
Dr. Ravikant Chauhan,12 years experience overall,Kalyan Nagar,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Girish C Panth,34 years experience overall,Bannerghatta Road,Bangalore,₹700,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Farzana N,6 years experience overall,Kalyan Nagar,Bangalore,₹700,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Mukesh Ramnane,40 years experience overall,Old Airport Road,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Bhavishya Shetty,5 years experience overall,HSR Layout,Bangalore,₹650,Dermatologist,"MBBS, MD - Dermatology"
Dr. Priyanka R Kuri,9 years experience overall,Whitefield,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Uday Kumar,8 years experience overall,Sarjapur Road,Bangalore,₹600,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Rethvi Tej,13 years experience overall,Sadashivanagar,Bangalore,₹1000,Dermatologist,"MBBS, DNB - Dermatology & Venereology"
Dr. Vanita Mathew,16 years experience overall,Bannerghatta Road,Bangalore,₹500,Dermatologist,"MD - Dermatology , Venereology & Leprosy"
Dr. Gnana Prabha M,6 years experience overall,Koramangala 7 Block,Bangalore,₹700,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Annam Navya,7 years experience overall,HRBR Layout,Bangalore,₹700,Dermatologist,"MD - Physician, MD - Dermatology , Venereology & Leprosy"
Dr. Rashmika Reddy,29 years experience overall,Old Airport Road,Bangalore,₹750,Dermatologist,"MBBS, MD - Dermatology and Venerology"
Dr. Kanchan S Topgi,13 years experience overall,Sadashivanagar,Bangalore,₹600,Dermatologist,"MD - Dermatology, MBBS"
Dr. Abdul Samad,41 years experience overall,Whitefield,Bangalore,₹600,Dermatologist,"DDVL, MBBS"
Dr. Nydile S V,13 years experience overall,Richmond Town,Bangalore,₹700,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Anupama MP,10 years experience overall,Jayanagar,Bangalore,₹700,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Adrian Mario Dsouza,19 years experience overall,Whitefield,Bangalore,₹600,Dermatologist,"MBBS, MD - Skin & VD"
Dr. Meera Sreedhar,35 years experience overall,Ashoknagar,Bangalore,₹800,Dermatologist,"MBBS, DDVL"
Dr. Shraddha Kololgi,34 years experience overall,Seshadripuram,Bangalore,₹800,Dermatologist,"MBBS, MD - Skin & VD"
Dr. Shruthi B R,13 years experience overall,Indiranagar,Bangalore,₹600,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Namitha S,9 years experience overall,Bellandur,Bangalore,₹650,Dermatologist,"MBBS, DVD"
Dr. Shantini Vijayasuriar,8 years experience overall,HSR Layout,Bangalore,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Chaitanya NT,6 years experience overall,Jayanagar,Bangalore,₹800,Dermatologist,"MBBS, DVD"
Dr. Rashmi Ravindra,9 years experience overall,Indiranagar,Bangalore,₹850,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology"
Dr. Ritika Shanmugam,4 years experience overall,Old Airport Road,Bangalore,₹650,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Vandhana Manoharan,4 years experience overall,Sadashivanagar,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Sindhu Hiremath,19 years experience overall,Jayanagar 5 Block,Bangalore,₹800,Dermatologist,"MBBS, DDV"
Dr. Vani M,8 years experience overall,Koramangala 7 Block,Bangalore,₹500,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Deepthi T N,9 years experience overall,JP Nagar,Bangalore,₹1000,Dermatologist,"MBBS, MD - Dermatology and Venerology"
Dr. Adrian Mario Dsouza,16 years experience overall,Whitefield,Bangalore,₹800,Dermatologist,"MBBS, DVD, MD - Dermatology , Venereology & Leprosy"
Dr. Vignessh Raj,10 years experience overall,Jeevanbhimanagar,Bangalore,₹700,Dermatologist,"MBBS, MD - Skin,VD & Leprosy"
Dr. Swetha Gutha,12 years experience overall,Harlur,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology"
Dr. Priyanka Reddy,13 years experience overall,Kalyan Nagar,Bangalore,₹1500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Jaya Sharma,21 years experience overall,Kalyan Nagar,Bangalore,₹650,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Sachith Abraham,30 years experience overall,Old Airport Road,Bangalore,₹750,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Sandhyarani K,13 years experience overall,Sanjay Nagar,Bangalore,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Roopa Suresh,22 years experience overall,Banashankari,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Priya J Talageri,18 years experience overall,Marathahalli,Bangalore,₹700,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Nithya Raghunath,14 years experience overall,Kalyan Nagar,Bangalore,₹700,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Sohandas Shetty B,26 years experience overall,Bannerghatta Road,Bangalore,₹450,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Radhakrishna Bhat,25 years experience overall,HSR Layout,Bangalore,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Ramanjanayalu,7 years experience overall,Kammana Halli,Bangalore,₹750,Dermatologist,"MBBS, DNB - Dermatology & Venereology, MD - Dermatology , Venereology & Leprosy"
Dr. Meera Sreedhar,13 years experience overall,Indiranagar,Bangalore,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Swagata Chakrabarty,16 years experience overall,Indiranagar,Bangalore,₹650,Dermatologist,"MBBS, DVD, DNB - Dermatology & Venereology"
Dr. Divyashree R,6 years experience overall,JP Nagar 7 Phase,Bangalore,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Niranjana Raj,5 years experience overall,Whitefield,Bangalore,₹750,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Gogineni Deepti Walvekar,12 years experience overall,Marathahalli,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Akhilesh A,7 years experience overall,New BEL Road,Bangalore,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship In Cosmetic And Plastic Surgery"
Dr. Anupama MP,5 years experience overall,Jayanagar 4 Block,Bangalore,₹650,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Divya Gupta,8 years experience overall,Old Airport Road,Bangalore,₹900,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Shraddha Kololgi,23 years experience overall,Jayanagar 4 Block,Bangalore,₹600,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Abdul Samad,30 years experience overall,Sadashivanagar,Bangalore,₹650,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Praveen Rodrigues,27 years experience overall,Seshadripuram,Bangalore,₹750,Dermatologist,"MBBS, MD - Dermatology"
Dr. Revanth BN,15 years experience overall,Kalyan Nagar,Bangalore,₹600,Dermatologist,"MBBS, DDVL"
Dr. Shruthi B R,5 years experience overall,HRBR Layout,Bangalore,₹600,Dermatologist,"MBBS, MD - (Dermatology & STD)"
Dr. Mamatha P Singuru,14 years experience overall,Ashoknagar,Bangalore,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Kanchan S Topgi,9 years experience overall,Kundalahalli,Bangalore,₹600,Dermatologist,"MBBS, DDVL"
Dr. Ambresh Badad,10 years experience overall,Bannerghatta Road,Bangalore,₹300,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Bantwal Priya Baliga,8 years experience overall,Malleswaram,Bangalore,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Shwetha H P,11 years experience overall,HSR Layout,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Chetana,19 years experience overall,Sadashivanagar,Bangalore,₹600,Dermatologist,"MBBS, DVD"
Dr. Priya Vernekar,13 years experience overall,Whitefield,Bangalore,₹600,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Nikhita Shetty,10 years experience overall,Koramangala 7 Block,Bangalore,₹600,Dermatologist,"MBBS, DDVL"
Dr. Shoba S M,10 years experience overall,Seshadripuram,Bangalore,₹740,Dermatologist,"MBBS, MD - Dermatology"
Dr. Vasudha Varda,9 years experience overall,Jayanagar,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology"
Dr. Swathi Krishnappa,7 years experience overall,Hebbal,Bangalore,₹500,Dermatologist,"MBBS, MD - Skin & VD"
Dr. Abhiram Rayapati,12 years experience overall,Kumaraswamy Layout,Bangalore,₹400,Dermatologist,"DNB - Dermatology & Venereology, MBBS, DDVL"
Dr. Sudha Rani Badri,16 years experience overall,Kundalahalli,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Namitha S,5 years experience overall,Sarjapur Road,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology"
Dr. Akhila Joshi,15 years experience overall,Old Airport Road,Bangalore,₹500,Dietitian,MSc - Nutrition and Dietetics
Ms. Sharanya S Shastry,37 years experience overall,Indiranagar,Bangalore,₹600,Dietitian,M.Sc. - Food and Nutrition
Ms. Rohini Raghu,23 years experience overall,Kaggadasapura,Bangalore,₹550,Dietitian,"Diploma in Dietetics, Health and Nutrition (DDHN)"
Ms. Silky Mahajan,11 years experience overall,Whitefield,Bangalore,₹1500,Dietitian,"Diploma in Dietetics & Weight Management, PG Diploma in Preventive & Applied Nutrition"
Ms. Sushmaa Jaiswal,14 years experience overall,Basaveshwaranagar,Bangalore,₹2000,Dietitian,"Diploma in Dietetics, Health and Nutrition (DDHN)"
Ms. Vani Krishna,15 years experience overall,Koramangala 3 Block,Bangalore,₹500,Dietitian,M.Sc. - Home Science (Food & Nutrition)
Ms. Shikha Mishra,4 years experience overall,Sarjapur Road,Bangalore,₹500,Dietitian,B.Sc. - Home Science (Food & Nutrition)
Ms. Sonal Sureka,20 years experience overall,Vasanthnagar,Bangalore,₹1500,Dietitian,Post Graduation Diploma in Dietetics
Dr. Sharmila Shankar,18 years experience overall,Malleswaram,Bangalore,₹1000,Dietitian,Diploma in Dietetics & Public Health Nutrition (DDPHN)
Dr. Shailja Jain (PhD) (PhD)   (PhD),28 years experience overall,Basaveshwaranagar,Bangalore,₹1500,Dietitian,"DNHE, Diploma in Dietetics, Health and Nutrition (DDHN), Post Graduation Diploma in Dietetics and Public Health Nutrition"
Dr. Keerthi Shree Kirisave   (PhD),14 years experience overall,Basaveshwaranagar,Bangalore,₹750,Dietitian,Post Graduate Diploma in Applied Nutrition and Dietetics
Ms. Anwesa Hajra,18 years experience overall,Whitefield,Bangalore,₹750,Dietitian,Certificate in Food and Nutrition
Ms. Shalmali Sharma,42 years experience overall,BTM Layout 2nd Stage,Bangalore,₹600,Dietitian,MSc - Nutrition and Dietetics
Ms. Praseetha,3 years experience overall,Kaggadasapura,Bangalore,₹600,Dietitian,M.Sc. - Home Science (Food & Nutrition)
Ms. Kavya S,38 years experience overall,Kaggadasapura,Bangalore,₹250,Dietitian,"MSc - Food and Applied Nutrition, Diploma in Diet and Nutrition"
Dr. Bharathi AV   (PhD),14 years experience overall,Richmond Town,Bangalore,₹850,Dietitian,BAMS
Ms. Priyanka Wincy R,26 years experience overall,Koramangala 7 Block,Bangalore,₹500,Dietitian,Post Graduation Diploma in Dietetics and Public Health Nutrition
Dr. Prajna Bhandary,6 years experience overall,Ashoknagar,Bangalore,₹700,Dietitian,DNHE
Ms. Nida Asgar Ali,31 years experience overall,Ashoknagar,Bangalore,₹550,Dietitian,MSc - Dietitics / Nutrition
Ms. Uma Trasi,27 years experience overall,Malleswaram,Bangalore,₹600,Dietitian,MSc. - Dietetics & Food Service Management
Mr. Vishal Kumar Wadi,38 years experience overall,Basaveshwaranagar,Bangalore,₹250,Dietitian,"Diploma in Diet and Nutrition, BSc - Dietitics / Nutrition"
Ms. Kavya S,28 years experience overall,Indiranagar,Bangalore,₹1000,Dietitian,"Diploma in Dietetics, Health and Nutrition (DDHN)"
Ms. Rohini Raghu,31 years experience overall,Indiranagar,Bangalore,₹500,Dietitian,Diploma in Diet and Nutrition
Ms. Arpitha,18 years experience overall,Kodichikkanahalli,Bangalore,₹750,Dietitian,MSc. - Nutrition Sciences
Dr. K Jyothi Rao,6 years experience overall,Rajarajeshwarinagar,Bangalore,₹1500,Dietitian,"MSc - Food and Applied Nutrition, Diploma in Naturopathy & Yoga (NDDY)"
Ms. Ranjitha K M,14 years experience overall,Yeshwanthpur,Bangalore,₹1000,Dietitian,"BAMS, DNHE"
Ms. Priyanka Wincy R,9 years experience overall,Sanjay Nagar,Bangalore,₹700,Dietitian,Diploma in Nutrition and Health Education
Dr. Shailja Jain (PhD) (PhD)   (PhD),42 years experience overall,Old Airport Road,Bangalore,₹600,Dietitian,"MSc - Nutrition and Dietetics, BSc. - Home Science"
Ms. Uma Trasi,11 years experience overall,Koramangala 5 Block,Bangalore,₹500,Dietitian,"BSc - Dietitics / Nutrition, M.Sc. - Food and Nutrition"
Dr. T Ramalakshmi   (PhD),24 years experience overall,JP Nagar 5 Phase,Bangalore,₹2500,Dietitian,Diploma in Dietetics & Public Health Nutrition (DDPHN)
Dr. Prajna Bhandary,7 years experience overall,Whitefield,Bangalore,₹800,Dietitian,BSc - Dietitics / Nutrition
Ms. Iffat Fathima,14 years experience overall,Vasanthnagar,Bangalore,₹750,Dietitian,PGD in Nutrition and Dietetics
Ms. Anwesa Hajra,6 years experience overall,Whitefield,Bangalore,₹600,Dietitian,M.Sc. - Home Science (Food & Nutrition)
Ms. Nida Asgar Ali,12 years experience overall,HBR Layout,Bangalore,₹550,Dietitian,MSc. - Nutrition Sciences
Ms. Anwesha,27 years experience overall,Kumaraswamy Layout,Bangalore,₹700,Dietitian,Diploma in Dietetics & Public Health Nutrition (DDPHN)
Dr. Shradha Shejekar,10 years experience overall,Mathikere - BEL,Bangalore,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Manjunath H,24 years experience overall,Sahakaranagar,Bangalore,₹800,Psychiatrist,"DPM (Psychiatry), MBBS"
Dr. Safiya M.S,18 years experience overall,Hebbal,Bangalore,₹1000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Lakshmi S,15 years experience overall,Yelahanka,Bangalore,₹1000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Venkatesh Babu G M,17 years experience overall,Basaveshwaranagar,Bangalore,₹1500,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Sumanth T P,17 years experience overall,Indiranagar,Bangalore,₹2830,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Kapur B,45 years experience overall,Koramangala 6 Block,Bangalore,₹750,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Sony Mathews Lukose,13 years experience overall,Seshadripuram,Bangalore,₹850,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry"
Dr. Vijayakumar D.R,29 years experience overall,Indiranagar,Bangalore,₹1000,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry"
Dr. V Srinivas Reddy,29 years experience overall,Jayanagar,Bangalore,₹1000,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Pavana.S,16 years experience overall,Whitefield,Bangalore,₹1000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Anand Jayaraman,26 years experience overall,Vijayanagar,Bangalore,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Dhruva Ithal,11 years experience overall,Sahakaranagar,Bangalore,₹1000,Psychiatrist,"DNB - Psychiatry, MBBS"
Dr. Vijay Mehtry,15 years experience overall,Indiranagar,Bangalore,₹800,Psychiatrist,"DNB - Psychiatry, MBBS"
Dr. Gajanan Kulkarni,15 years experience overall,Sahakaranagar,Bangalore,₹1000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Harsha GT,10 years experience overall,Vijayanagar,Bangalore,₹1000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Sudhir Hebbar,30 years experience overall,Yelahanka,Bangalore,₹800,Psychiatrist,"MBBS, M.D. (Psychiatry), DPM (Psychiatry)"
Dr. Swapna B,21 years experience overall,Marathahalli,Bangalore,₹1500,Psychiatrist,"MBBS, DPM (Psychiatry)"
Dr. Vidhyavathi M,17 years experience overall,Indiranagar,Bangalore,₹1250,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Vanishree B N,6 years experience overall,New Thippasandra,Bangalore,₹1100,Psychiatrist,"DNB - Psychiatry, MBBS"
Dr. Kaustubh Gosavi,35 years experience overall,Indiranagar,Bangalore,₹1000,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Valli Kiran Manduva,17 years experience overall,Rajarajeshwarinagar,Bangalore,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Supriya Dsilva,15 years experience overall,Sarjapur Road,Bangalore,₹1050,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Ruchi Gupta,45 years experience overall,Yelahanka,Bangalore,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. B Ooha Susmita,17 years experience overall,Indiranagar,Bangalore,₹499,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Anand,23 years experience overall,Mahadevapura,Bangalore,₹1000,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Ashok Shetty,18 years experience overall,Vijayanagar,Bangalore,₹900,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Meena Gnanasekharan,31 years experience overall,Hebbal,Bangalore,₹2830,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry"
Dr. Shobha Krishna,9 years experience overall,Jayanagar,Bangalore,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. M Diwakar,21 years experience overall,Cox Town,Bangalore,₹1000,Psychiatrist,"MBBS, DPM (Psychiatry)"
Dr. D. Akshatha Gowda,30 years experience overall,Vijayanagar,Bangalore,₹800,Psychiatrist,"MD - Psychological Medicine, MBBS"
Dr. Shilpa Sri S.K,16 years experience overall,Basaveshwaranagar,Bangalore,₹850,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Krishen Ranganath,8 years experience overall,Seshadripuram,Bangalore,₹740,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Kiran Kumar K,15 years experience overall,Marathahalli,Bangalore,₹800,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Ravi Prakash,8 years experience overall,Mathikere - BEL,Bangalore,₹1200,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Bhupendra Chaudhry,14 years experience overall,Koramangala 5 Block,Bangalore,₹1200,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Sushruth,23 years experience overall,Indiranagar,Bangalore,₹750,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Sandip Deshpande,17 years experience overall,Indiranagar,Bangalore,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Shivadev M,10 years experience overall,Koramangala 6 Block,Bangalore,₹1000,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Satish Ramaiah,13 years experience overall,Yelahanka,Bangalore,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Naveen Jayaram,15 years experience overall,Whitefield,Bangalore,₹850,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Bhargavaraman R P,23 years experience overall,Koramangala,Bangalore,₹1050,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Khushboo Dewani,9 years experience overall,Nagarbhavi,Bangalore,₹499,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Lavanya,18 years experience overall,Vidyaranyapura,Bangalore,₹1500,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Madalsa Agrawal,11 years experience overall,New Thippasandra,Bangalore,₹1200,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Sreelakshmi Sharma,8 years experience overall,Indiranagar,Bangalore,₹1500,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Shreedhar K B,21 years experience overall,Koramangala,Bangalore,₹740,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Raja Hiremani,21 years experience overall,Koramangala,Bangalore,₹1000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Vyjayanti Bonanthaya,35 years experience overall,Old Airport Road,Bangalore,₹700,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Divya Ganesh Nallur,23 years experience overall,Indiranagar,Bangalore,₹1600,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Megha Mahajan,14 years experience overall,Bannerghatta Road,Bangalore,₹850,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Guru Prakash K V,17 years experience overall,Vijayanagar,Bangalore,₹1200,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Vidhya Jothi.N,7 years experience overall,Yelahanka,Bangalore,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Sabina Rao,23 years experience overall,Sarjapur Road,Bangalore,₹1500,Psychiatrist,"MBBS, MRCPsych, M.D. (Psychiatry)"
Dr. Vachana,7 years experience overall,Kundalahalli,Bangalore,₹1200,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Vani P,5 years experience overall,HSR Layout,Bangalore,₹1200,Psychiatrist,"M.D. (Psychiatry), MBBS, Master of Public Health (MPH)"
Dr. Bhavya K Bairy,11 years experience overall,Sampangiramnagar,Bangalore,₹1200,Psychiatrist,"MBBS, M.D. (Psychiatry), DNB - Psychiatry"
Dr. Anitha Chandra,23 years experience overall,Sahakaranagar,Bangalore,₹1100,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Vidya M K,15 years experience overall,Yelahanka,Bangalore,₹1000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Vikram Arunachalam,21 years experience overall,Malleswaram,Bangalore,₹1250,Psychiatrist,"MBBS, DPM (Psychiatry)"
Dr. Adarsh B,5 years experience overall,Nagasandra,Bangalore,₹700,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Prakruthi N,12 years experience overall,Whitefield,Bangalore,₹1000,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. R Prabhu,27 years experience overall,Yelahanka,Bangalore,₹2000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Vishukumar H S,14 years experience overall,Bellandur,Bangalore,₹1200,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Soumya P,13 years experience overall,Indiranagar,Bangalore,₹1400,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Shruti Nair,5 years experience overall,Indiranagar,Bangalore,₹1000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Venkateshwara Rao K,21 years experience overall,Kalyan Nagar,Bangalore,₹850,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Udaybhaskar M,18 years experience overall,Jayanagar 9 Block,Bangalore,₹750,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Prathik R,10 years experience overall,Seshadripuram,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Sriharsha Ajjur,19 years experience overall,BTM Layout,Bangalore,₹800,Urologist,"MBBS, MS - General Surgery, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Nagasubramanyam S,40 years experience overall,Jayanagar 9 Block,Bangalore,₹750,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Anand Arumugam,19 years experience overall,Whitefield,Bangalore,₹850,Urologist,"MBBS, MS - General Surgery, MCh - Urology, Fellowship in Laparoscopic and Robotic Surgical Oncology"
Dr. Chethan J V,16 years experience overall,Whitefield,Bangalore,₹850,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Gokula Krishnan P J,19 years experience overall,Kalyan Nagar,Bangalore,₹850,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Maneesh Sinha,30 years experience overall,Padmanabhanagar,Bangalore,₹750,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Kumar Prabhu,26 years experience overall,Padmanabhanagar,Bangalore,₹750,Urologist,"MCh - Urology, MBBS, MS - General Surgery"
