Name,Years of experience,Location,City,Consultation Fee,Specialization,Degree
Dr. Sejal Mistry   (Physiotherapist),9 years experience overall,Linking Road,Mumbai,Free Consultation,Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy"
Dr. Niddhi Sanghvi   (Physiotherapist),15 years experience overall,Churchgate,Mumbai,Free Consultation,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Shweta Doctor   (Physiotherapist),23 years experience overall,Hajiali,Mumbai,₹1200,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Garima Anandani   (Physiotherapist),23 years experience overall,Ghatkopar East,Mumbai,Free Consultation,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Jagruti Parghi   (Physiotherapist),7 years experience overall,Cuffe Parade,Mumbai,₹350,Physiotherapist,BPTh/BPT
Dr. Prachi Satra   (Physiotherapist),5 years experience overall,Vileparle East,Mumbai,₹1200,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Barkha Jasani   (Physiotherapist),7 years experience overall,Borivali,Mumbai,Free Consultation,Physiotherapist,BPTh/BPT
Dr. Trupti Mule   (Physiotherapist),8 years experience overall,Chembur,Mumbai,₹700,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Mansi Yadav   (Physiotherapist),1 year experience,Tardeo,Mumbai,₹800,Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy
Dr. Kamakshi Ghaie   (Physiotherapist),4 years experience overall,Andheri,Mumbai,₹500,Physiotherapist,BPTh/BPT
Dr. Resham Vasani Bhojani,24 years experience overall,Matunga,Mumbai,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Kiran Katkar,38 years experience overall,Dadar West,Mumbai,Free Consultation,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Neha V Shah,14 years experience overall,Ghatkopar East,Mumbai,₹800,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Haresh  Timbadia,42 years experience overall,Borivali West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology"
Dr. Vaishali Kanthi,25 years experience overall,Bhandup West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Sonia Tekchandani,37 years experience overall,Malad West,Mumbai,₹1700,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Jolly Shah Kapadia,24 years experience overall,Mulund West,Mumbai,₹1000,Dermatologist,"MBBS, DNB - Dermatology & Venereology"
Dr. Sejal Saheta,19 years experience overall,Powai,Mumbai,₹1000,Dermatologist,"MD - Dermatology , Venereology & Leprosy"
Dr. Rajeev Dhir,42 years experience overall,Powai,Mumbai,₹800,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Pallavi Rathi,19 years experience overall,Andheri East,Mumbai,₹800,Dermatologist,"MD - Physician, MD - Dermatology , Venereology & Leprosy"
Dr. Ganesh Avhad,15 years experience overall,Sion,Mumbai,₹800,Dermatologist,"MBBS, MD - Dermatology and Venerology"
Dr. Jeetendra Khatuja,15 years experience overall,Andheri West,Mumbai,₹1000,Dermatologist,"MD - Dermatology, MBBS"
Dr. Shubhangi Mahajan,13 years experience overall,Goregaon East,Mumbai,₹1200,Dermatologist,"DDVL, MBBS"
Dr. Priyam Bhagat,20 years experience overall,Parel,Mumbai,₹800,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Sarika Holmukhe,18 years experience overall,Andheri West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Prajct Sao,21 years experience overall,Lower Parel,Mumbai,₹1000,Dermatologist,"MBBS, MD - Skin & VD"
Dr. Vikas Halwai,14 years experience overall,Chinchpokli,Mumbai,₹800,Dermatologist,"MBBS, DDVL"
Dr. Raina Nahar,15 years experience overall,Andheri West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Skin & VD"
Dr. Sadhana Deshmukh,20 years experience overall,Bandra West,Mumbai,₹1500,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Priyanka S Jain,12 years experience overall,Sion,Mumbai,₹1100,Dermatologist,"MBBS, DVD"
Dr. Jeetendra Khatuja,9 years experience overall,Andheri West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Apeksha Chaudhari,11 years experience overall,Marol,Mumbai,₹1000,Dermatologist,"MBBS, DVD"
Dr. Vikas Halwai,12 years experience overall,Chinchpokli,Mumbai,₹900,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology"
Dr. Priyanka Ghuge Avhad,24 years experience overall,Sion,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Kiran Katkar,13 years experience overall,Dadar West,Mumbai,₹800,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Vaidehi Saigaonkar Newaskar,17 years experience overall,Bandra West,Mumbai,₹800,Dermatologist,"MBBS, DDV"
Dr. Yogesh Kalyanpad,9 years experience overall,Santacruz West,Mumbai,₹800,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Ganesh Avhad,14 years experience overall,Sion,Mumbai,₹900,Dermatologist,"MBBS, MD - Dermatology and Venerology"
Dr. Priyanka S Jain,22 years experience overall,Sion,Mumbai,₹1500,Dermatologist,"MBBS, DVD, MD - Dermatology , Venereology & Leprosy"
Dr. Shaurya Rohatgi,18 years experience overall,Andheri West,Mumbai,₹1500,Dermatologist,"MBBS, MD - Skin,VD & Leprosy"
Dr. Pooja Chopra,16 years experience overall,Andheri West,Mumbai,₹1500,Dermatologist,"MBBS, MD - Dermatology"
Dr. Gauri Patil,12 years experience overall,Dadar,Mumbai,₹700,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Raashi Mehta,13 years experience overall,Peddar Road,Mumbai,₹1500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Manisha Kshirsagar,19 years experience overall,Vikhroli East,Mumbai,₹850,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Anuja Jadhav,10 years experience overall,Dadar,Mumbai,₹800,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Geoffrey Vaz,11 years experience overall,Versova,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Rahul Siraskar,14 years experience overall,Sion,Mumbai,₹1000,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Malay Mehta,12 years experience overall,Vileparle West,Mumbai,₹1000,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Shikha Shah,9 years experience overall,Andheri West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Bhushan S  Bawankar,13 years experience overall,Matunga West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Pallavi Sule,15 years experience overall,Worli,Mumbai,₹1200,Dermatologist,"MBBS, DNB - Dermatology & Venereology, MD - Dermatology , Venereology & Leprosy"
Dr. Zeenat Bhalwani,13 years experience overall,Andheri West,Mumbai,₹1200,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Suraj Shetty,7 years experience overall,Marine Lines,Mumbai,₹1250,Dermatologist,"MBBS, DVD, DNB - Dermatology & Venereology"
Dr. Mohd Asif,25 years experience overall,Colaba,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Gayatri Bharadwaj,5 years experience overall,Chembur,Mumbai,₹800,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Sadhana Deshmukh,9 years experience overall,Lal baug,Mumbai,₹1200,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Sonia Tekchandani,14 years experience overall,Andheri West,Mumbai,₹2000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship In Cosmetic And Plastic Surgery"
Dr. Vibha Murarka,19 years experience overall,Kanjurmarg,Mumbai,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Priyal Gala,19 years experience overall,Powai,Mumbai,₹1200,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Mansi Sanghvi,13 years experience overall,Opera House,Mumbai,₹1500,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Anju Bijoy Methil,15 years experience overall,Andheri West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Shaurya Rohatgi,12 years experience overall,Andheri West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology"
Dr. Sharmila Nayak,13 years experience overall,Andheri West,Mumbai,₹1500,Dermatologist,"MBBS, DDVL"
Dr. Sanjay S Chopra,9 years experience overall,Parel,Mumbai,₹1100,Dermatologist,"MBBS, MD - (Dermatology & STD)"
Dr. Sana Bhamla,13 years experience overall,Mumbai Central,Mumbai,₹1500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Kaleem Khan,12 years experience overall,Santacruz West,Mumbai,₹1500,Dermatologist,"MBBS, DDVL"
Dr. Mansi Bhatt,25 years experience overall,Prabhadevi,Mumbai,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Smriti Naswa Singh,13 years experience overall,Mulund West,Mumbai,₹1500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Ashvith Shetty,9 years experience overall,Powai,Mumbai,₹1100,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Zeenat Bhalwani,9 years experience overall,Andheri West,Mumbai,₹1500,Dermatologist,"MBBS, DVD"
Dr. Ravindra Dargainya,15 years experience overall,Malad West,Mumbai,₹700,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Amit Gulati,16 years experience overall,Malad West,Mumbai,₹750,Dermatologist,"MBBS, DDVL"
Dr. Sushrut Save,15 years experience overall,Dadar,Mumbai,₹1500,Dermatologist,"MBBS, MD - Dermatology"
Dr. Sujit Shanshanwal,14 years experience overall,Santacruz West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology"
Dr. Raghunandan Torsekar,24 years experience overall,Mulund West,Mumbai,₹1300,Dermatologist,"MBBS, MD - Skin & VD"
Dr. Vibha Murarka,20 years experience overall,Girgaon,Mumbai,₹1700,Dermatologist,"DNB - Dermatology & Venereology, MBBS, DDVL"
Dr. Pratik Thacker,13 years experience overall,Borivali West,Mumbai,₹800,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Meghna Mour,24 years experience overall,Vileparle East,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology"
Dr. Prachi Saraogi,15 years experience overall,Malad East,Mumbai,₹800,Dermatologist,"MD - Dermatology and Venerology, MBBS"
Dr. Vaidehi Saigaonkar Newaskar,13 years experience overall,Bandra West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology"
Dr. Pallavi Sule,13 years experience overall,Bandra West,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Bindu Sthalekar,35 years experience overall,Khar West,Mumbai,₹3000,Dermatologist,"DDVL, MBBS"
Dr. Kinjal Rambhia Gulati,12 years experience overall,Malad West,Mumbai,₹750,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Maxim Dmello,36 years experience overall,Borivali West,Mumbai,₹850,Dermatologist,"MD - Physician, DNB - Dermatology & Venereology, Diploma in Dermatology"
Dr. Maithili Kamat,13 years experience overall,Santacruz West,Mumbai,₹1000,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Yogesh Kalyanpad,26 years experience overall,Mahim,Mumbai,₹1800,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Priyal Gala,14 years experience overall,Matunga,Mumbai,₹1200,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. D.G. Saple,49 years experience overall,Mahim,Mumbai,₹1300,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology"
Dr. Ajay Nimbalkar,12 years experience overall,Khar West,Mumbai,₹1200,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Sunil Ghate,23 years experience overall,Chembur East,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Niketa Sonavane,18 years experience overall,Andheri West,Mumbai,₹2500,Dermatologist,"MBBS, MD - Skin & VD"
Dr. Vindhya Raparla,9 years experience overall,Juhu,Mumbai,₹1250,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Nimesh Mehta,27 years experience overall,Mahim,Mumbai,₹1800,Dermatologist,"MBBS, MD - Dermatology"
Dr. Shareefa Chause,10 years experience overall,Chembur,Mumbai,₹1200,Dermatologist,"MD - Dermatology and Venerology, MBBS"
Dr. Sneha Gupta Palvia,13 years experience overall,Grant Road,Mumbai,Free Consultation,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Meeth Atawane,13 years experience overall,Andheri East,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Ami Dedhia,13 years experience overall,Khar West,Mumbai,₹1000,Dermatologist,"MBBS, Masters in Clinical Dermatology"
Dr. Saloni Vora,9 years experience overall,Juhu,Mumbai,₹1250,Dermatologist,"MBBS, MD - Dermatology and Venerology"
Dr. Gayatri Bharadwaj,33 years experience overall,Mulund West,Mumbai,₹1500,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Shankar Sawant,21 years experience overall,Mahim,Mumbai,₹1300,Dermatologist,"DDV, MBBS"
Dr. Raghunandan Torsekar,13 years experience overall,Dadar East,Mumbai,₹1000,Dermatologist,"MBBS, MD - Dermatology and Venerology"
Dr. Shareefa Chause,23 years experience overall,Andheri West,Mumbai,₹1500,Dermatologist,"MBBS, MD - Dermatology"
Dr. Usha Beloskar,27 years experience overall,Mahim,Mumbai,₹1300,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Chirag Desai,9 years experience overall,Mulund West,Mumbai,₹900,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Mamta Jain,11 years experience overall,Malad West,Mumbai,₹900,Dermatologist,"MBBS, DVD"
Dr. Shankar Sawant,6 years experience overall,Chembur,Mumbai,₹800,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Simple Aher,9 years experience overall,Chembur,Mumbai,₹800,Dermatologist,"MBBS, Diploma in Dermatology"
Ms. Geetanjali,19 years experience overall,Bandra West,Mumbai,₹1500,Dietitian,MSc - Nutrition and Dietetics
Dr. Asmita Sawe,16 years experience overall,Vileparle East,Mumbai,₹1500,Dietitian,M.Sc. - Food and Nutrition
Ms. Apeksha Thakkar,17 years experience overall,Mulund West,Mumbai,₹2500,Dietitian,"Diploma in Dietetics, Health and Nutrition (DDHN)"
Dr. Zubeda Tumbi   (PhD),34 years experience overall,Andheri West,Mumbai,₹1500,Dietitian,"Diploma in Dietetics & Weight Management, PG Diploma in Preventive & Applied Nutrition"
Ms. Richa Doshi,13 years experience overall,Kandivali West,Mumbai,₹800,Dietitian,"Diploma in Dietetics, Health and Nutrition (DDHN)"
Ms. Smita Nanda R D,17 years experience overall,Kandivali East,Mumbai,₹1200,Dietitian,M.Sc. - Home Science (Food & Nutrition)
Ms. Malika Kabra Rathi,16 years experience overall,Lokhandwala,Mumbai,₹2500,Dietitian,B.Sc. - Home Science (Food & Nutrition)
Ms. Bijal Furia,7 years experience overall,Ghatkopar,Mumbai,₹750,Dietitian,Post Graduation Diploma in Dietetics
Ms. Deepa Nandy,16 years experience overall,Andheri West,Mumbai,₹2500,Dietitian,Diploma in Dietetics & Public Health Nutrition (DDPHN)
Ms. Aarti,10 years experience overall,Andheri East,Mumbai,₹500,Dietitian,"DNHE, Diploma in Dietetics, Health and Nutrition (DDHN), Post Graduation Diploma in Dietetics and Public Health Nutrition"
Ms. Mansi Padechia,13 years experience overall,Tardeo,Mumbai,₹2000,Dietitian,Post Graduate Diploma in Applied Nutrition and Dietetics
Ms. Hetal Dharod,23 years experience overall,Kandivali West,Mumbai,₹1200,Dietitian,Certificate in Food and Nutrition
Dr. Pooja Sharma   (PhD),19 years experience overall,Powai,Mumbai,₹1500,Dietitian,MSc - Nutrition and Dietetics
Ms. Himani Mittal,20 years experience overall,Andheri West,Mumbai,₹1500,Dietitian,M.Sc. - Home Science (Food & Nutrition)
Ms. Mukta Tolani,9 years experience overall,Kandivali West,Mumbai,₹1000,Dietitian,"MSc - Food and Applied Nutrition, Diploma in Diet and Nutrition"
Ms. Jennifer Dhuri,25 years experience overall,Powai,Mumbai,₹2500,Dietitian,BAMS
Ms. Twinkle Haria,13 years experience overall,Mulund West,Mumbai,₹1800,Dietitian,Post Graduation Diploma in Dietetics and Public Health Nutrition
Ms. Sajida Shaikh,5 years experience overall,Mira Road,Mumbai,₹1000,Dietitian,DNHE
Ms. Sonali Patil,9 years experience overall,Andheri West,Mumbai,₹1000,Dietitian,MSc - Dietitics / Nutrition
Ms. Karishma Hindlekar,4 years experience overall,Borivali West,Mumbai,₹600,Dietitian,MSc. - Dietetics & Food Service Management
Ms. Nikita Lawande,1 year experience,Powai,Mumbai,₹350,Dietitian,"Diploma in Diet and Nutrition, BSc - Dietitics / Nutrition"
Ms. Shruti Kainya,5 years experience overall,Worli,Mumbai,₹2500,Dietitian,"Diploma in Dietetics, Health and Nutrition (DDHN)"
Dr. Pratibha Singhal,18 years experience overall,Kandivali East,Mumbai,₹1000,Dietitian,Diploma in Diet and Nutrition
Ms. Geeta Shenoy,33 years experience overall,Chembur East,Mumbai,₹2500,Dietitian,MSc. - Nutrition Sciences
Ms. Nisha Singh,23 years experience overall,Powai,Mumbai,₹1200,Dietitian,"MSc - Food and Applied Nutrition, Diploma in Naturopathy & Yoga (NDDY)"
Ms. Bina Bhavanji Chheda,28 years experience overall,Borivali West,Mumbai,₹2000,Dietitian,"BAMS, DNHE"
Ms. Ushma Haria,14 years experience overall,Chembur East,Mumbai,₹500,Dietitian,Diploma in Nutrition and Health Education
Ms. Bhumika Khushalani,15 years experience overall,Chembur East,Mumbai,₹2000,Dietitian,"MSc - Nutrition and Dietetics, BSc. - Home Science"
Ms. Kamna Bhandari,25 years experience overall,Khar West,Mumbai,₹2750,Dietitian,"BSc - Dietitics / Nutrition, M.Sc. - Food and Nutrition"
Ms. Khusboo Maheshwari,9 years experience overall,Mira Bhayandar,Mumbai,₹1000,Dietitian,Diploma in Dietetics & Public Health Nutrition (DDPHN)
Ms. Apeksha Thakkar,17 years experience overall,Bandra West,Mumbai,₹2500,Dietitian,BSc - Dietitics / Nutrition
Ms. Himani Mittal,20 years experience overall,Powai,Mumbai,₹1500,Dietitian,PGD in Nutrition and Dietetics
Dr. Ritu Jain,22 years experience overall,Kandivali West,Mumbai,₹500,Dietitian,M.Sc. - Home Science (Food & Nutrition)
Ms. Jennifer Dhuri,25 years experience overall,Andheri West,Mumbai,Free Consultation,Dietitian,MSc. - Nutrition Sciences
Ms. Mansi Padechia,13 years experience overall,Kandivali West,Mumbai,Free Consultation,Dietitian,Diploma in Dietetics & Public Health Nutrition (DDPHN)
Ms. Rokayya Ara,11 years experience overall,Andheri East,Mumbai,₹700,Dietitian,MSc - Nutrition and Dietetics
Ms. Sajida Shaikh,5 years experience overall,Kurla East,Mumbai,₹2000,Dietitian,M.Sc. - Food and Nutrition
Ms. Twinkle Haria,13 years experience overall,Mulund West,Mumbai,₹800,Dietitian,"Diploma in Dietetics, Health and Nutrition (DDHN)"
Ms. Neha Ranglani,14 years experience overall,Powai,Mumbai,₹900,Dietitian,"Diploma in Dietetics & Weight Management, PG Diploma in Preventive & Applied Nutrition"
Ms. Mukta Tolani,9 years experience overall,Lower Parel,Mumbai,₹1500,Dietitian,"Diploma in Dietetics, Health and Nutrition (DDHN)"
Ms. Urvi Vakharia,18 years experience overall,Powai,Mumbai,₹250,Dietitian,M.Sc. - Home Science (Food & Nutrition)
Ms. Rajni Chetan,46 years experience overall,Lower Parel,Mumbai,₹600,Dietitian,B.Sc. - Home Science (Food & Nutrition)
Ms. Gurpreet Kaur Chhabra,22 years experience overall,Andheri West,Mumbai,₹1000,Dietitian,Post Graduation Diploma in Dietetics
Ms. Venu Adhiya Hirani,29 years experience overall,Ghatkopar,Mumbai,₹1000,Dietitian,Diploma in Dietetics & Public Health Nutrition (DDPHN)
Ms. Khushboo Jain Tibrewala,14 years experience overall,Chembur East,Mumbai,₹2500,Dietitian,"DNHE, Diploma in Dietetics, Health and Nutrition (DDHN), Post Graduation Diploma in Dietetics and Public Health Nutrition"
Ms. Sharmila Vyas,13 years experience overall,Powai,Mumbai,₹500,Dietitian,Post Graduate Diploma in Applied Nutrition and Dietetics
Ms. Pradnya Padhye,22 years experience overall,Juhu,Mumbai,₹1500,Dietitian,Certificate in Food and Nutrition
Ms. Sonal Bhosale,16 years experience overall,Khar West,Mumbai,Free Consultation,Dietitian,MSc - Nutrition and Dietetics
Ms. Rokayya Ara,11 years experience overall,Borivali West,Mumbai,Free Consultation,Dietitian,M.Sc. - Home Science (Food & Nutrition)
Dr. Ritu Jain,22 years experience overall,Powai,Mumbai,₹1000,Dietitian,"MSc - Food and Applied Nutrition, Diploma in Diet and Nutrition"
Ms. Bansi Mehta,9 years experience overall,Khar West,Mumbai,₹600,Dietitian,BAMS
Ms. Kirti Muthal,8 years experience overall,Borivali West,Mumbai,₹2000,Dietitian,Post Graduation Diploma in Dietetics and Public Health Nutrition
Dr. Santosh Bangar,24 years experience overall,Parel,Mumbai,₹3850,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Jalpa Bhuta,24 years experience overall,Parel,Mumbai,₹2000,Psychiatrist,"DPM (Psychiatry), MBBS"
Dr. Ketan Parmar,35 years experience overall,Borivali East,Mumbai,₹1200,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Naazneen Ladak,17 years experience overall,Andheri West,Mumbai,₹2000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Kedar Tilwe,16 years experience overall,Mulund West,Mumbai,₹1500,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Aditi Chandrashekhar Acharya,16 years experience overall,Kurla East,Mumbai,₹1300,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Chetan Lokhande,13 years experience overall,Kurla East,Mumbai,₹1300,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Rohann Bokdawala,14 years experience overall,Marine Lines,Mumbai,₹2500,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry"
Dr. Austin Fernandes,10 years experience overall,Powai,Mumbai,₹1600,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry"
Dr. Sneha Naik Samant,13 years experience overall,Borivali,Mumbai,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Aditya Nair,20 years experience overall,Chembur East,Mumbai,₹1200,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Dean Creado,19 years experience overall,Bandra West,Mumbai,₹1800,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Akanksha Rathi Maheshwari,10 years experience overall,Andheri West,Mumbai,₹2000,Psychiatrist,"DNB - Psychiatry, MBBS"
Dr. Nikhil Gurjar,5 years experience overall,Mahim,Mumbai,₹1500,Psychiatrist,"DNB - Psychiatry, MBBS"
Dr. Shyam Mithiya,16 years experience overall,Ghatkopar West,Mumbai,₹1750,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Ankita Mishra,16 years experience overall,Dadar,Mumbai,₹3000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Parul Tank,27 years experience overall,Mulund West,Mumbai,₹2000,Psychiatrist,"MBBS, M.D. (Psychiatry), DPM (Psychiatry)"
Dr. Paresh C. Trivedi,31 years experience overall,Andheri West,Mumbai,₹1500,Psychiatrist,"MBBS, DPM (Psychiatry)"
Dr. Rajiv Anand,47 years experience overall,Andheri West,Mumbai,₹2000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Sumedha Tiwari,12 years experience overall,Jogeshwari West,Mumbai,₹1500,Psychiatrist,"DNB - Psychiatry, MBBS"
Dr. Chinmay Kulkarni,14 years experience overall,Powai,Mumbai,₹1300,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Sagar Mundada,12 years experience overall,Powai,Mumbai,₹2000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Adita Agrawal,14 years experience overall,Jogeshwari West,Mumbai,₹1500,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Darpan Kaur,18 years experience overall,Sion East,Mumbai,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Priyadarshani Jain,18 years experience overall,Andheri East,Mumbai,₹3000,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Nikunj Gokani,5 years experience overall,Chembur East,Mumbai,₹1500,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Anita Sukhwani,32 years experience overall,Mahalaxmi,Mumbai,₹3000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Anshu Kulkarni,25 years experience overall,Mahim,Mumbai,₹2800,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry"
Dr. Jyoti Maheshwari,32 years experience overall,Andheri West,Mumbai,₹2500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Prakhar Jain,11 years experience overall,Marine Lines,Mumbai,₹1500,Psychiatrist,"MBBS, DPM (Psychiatry)"
Dr. Parijat Roy,9 years experience overall,Dadar West,Mumbai,₹1500,Psychiatrist,"MD - Psychological Medicine, MBBS"
Dr. Smruti Karambelkar,12 years experience overall,Andheri West,Mumbai,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Rohit Deshmukh,6 years experience overall,Malad,Mumbai,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Sudheendra Huddar,5 years experience overall,Bandra West,Mumbai,₹1200,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Nimisha Nair,2 years experience overall,Borivali West,Mumbai,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Vinita Pawar,5 years experience overall,Borivali West,Mumbai,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Nilesh  Vijay Chaudhary,14 years experience overall,Powai,Mumbai,₹1600,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Rima Chaudhari,13 years experience overall,Mulund West,Mumbai,₹2000,Neurologist,"MBBS, DNB - Neurology, DM - Neurology"
Dr. Pankaj Ashok Agarwal,26 years experience overall,Parel,Mumbai,₹2350,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. Kaustubh Mahajan,9 years experience overall,Mahim,Mumbai,₹1300,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Priyanka M Tater,13 years experience overall,Mahim,Mumbai,₹1800,Neurologist,"DM - Neurology, MBBS, MD - General Medicine"
Dr. Pruthviraj Dabarase,15 years experience overall,Vikhroli,Mumbai,₹1500,Neurologist,"MBBS, Diplomate of American Board of Psychiatry and Neurology"
